[ERROR] [2017-05-08 10:23:26,875] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no adapt type
[ERROR] [2017-05-08 14:09:55,569] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,569] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,569] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,569] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,570] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,570] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,570] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,570] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,570] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,570] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,571] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,571] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,571] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,571] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,571] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,571] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,572] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,572] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,572] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,572] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,572] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,573] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,573] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,573] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,573] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,579] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,580] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,582] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,583] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,584] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,584] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,585] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,585] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,585] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,586] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,586] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,586] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,587] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,587] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,587] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,588] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,588] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,588] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,588] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,589] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,589] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,589] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,589] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,589] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,590] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,592] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,592] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,593] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,593] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,593] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,593] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,593] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,594] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,594] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,594] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,594] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:55,594] [nioEventLoopGroup-3-4] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,728] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,730] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,731] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,731] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,732] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,732] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,732] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,733] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,733] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,733] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,733] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,734] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,734] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,734] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,734] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,734] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,734] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,735] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,736] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,736] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,737] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,737] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,738] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,738] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,739] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,739] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,739] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,739] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,740] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,740] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,740] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,740] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,741] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,741] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,741] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,742] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,742] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,743] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,743] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,744] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,744] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,744] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,744] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,745] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,746] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,746] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,747] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,748] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,749] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,749] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,750] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,750] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,750] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,750] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,751] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,751] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,751] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,751] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,751] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,752] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,753] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,753] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,754] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,755] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,755] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,755] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,756] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,756] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,757] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,757] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,758] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,759] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,759] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,759] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,759] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,760] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,760] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,760] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,760] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,761] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,762] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,762] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,763] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,764] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,764] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,765] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,765] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,765] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,766] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,766] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,766] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,766] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,767] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,767] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,767] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,767] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,767] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,767] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,767] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,768] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,768] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,768] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,768] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,769] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,769] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,769] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,769] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,769] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,770] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,770] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,770] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,770] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,770] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,771] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,771] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,771] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,771] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,771] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,772] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,772] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,775] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,776] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,776] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,776] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,777] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,777] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,777] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,777] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,777] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,778] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,778] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,778] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,778] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,779] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,779] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,779] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,779] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,779] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,780] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,780] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,780] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,780] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,780] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,780] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,781] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,781] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,781] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,781] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,781] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,781] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,781] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,781] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,782] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,782] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,782] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,782] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,782] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,782] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,783] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,783] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,783] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,783] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,783] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,783] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,783] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,784] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,784] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,784] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,784] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,784] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,785] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,785] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,785] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
[ERROR] [2017-05-08 14:09:56,785] [nioEventLoopGroup-3-5] [tcp.netty.ServerHandler] ctx close!
